keyword,bucket,volume,cpc_usd,competition,intent,kd,sources
pl winner odds,G other,12100,2.6100001335144043,LOW,informational,20,comp:betfred.com
premier league champions odds,E sport-specific,12100,2.7300000190734863,LOW,informational,20,comp:betfred.com
premier league winners bet,E sport-specific,12100,2.6100001335144043,LOW,informational,34,comp:betfred.com
tonight's winning lottery numbers,casino (exclude),12100,0.699999988079071,LOW,informational,39,comp:betfred.com
tote livepool,competitor/brand,12100,5.960000038146973,LOW,transactional,1,comp:betfred.com
totepool live,competitor/brand,12100,5.659999847412109,LOW,navigational,1,comp:betfred.com
virtual results,informational (exclude),12100,,LOW,informational,0,comp:betfred.com
win lottery numbers for tonight,casino (exclude),12100,0.699999988079071,LOW,informational,25,comp:betfred.com
winning lottery numbers for tonight,casino (exclude),12100,0.699999988079071,LOW,informational,23,comp:betfred.com
winning lotto numbers for tonight,casino (exclude),12100,0.699999988079071,LOW,informational,29,comp:betfred.com
millionaire maker code tonight,G other,12100,1.6100000143051147,LOW,informational,14,comp:bet442.co.uk
scratch cards,casino (exclude),12100,5.510000228881836,HIGH,transactional,0,comp:bet442.co.uk
best internet casino,casino (exclude),12100,85.38999938964844,MEDIUM,commercial,55,comp:betgoodwin.co.uk
good online casino,casino (exclude),12100,85.38999938964844,MEDIUM,commercial,68,comp:betgoodwin.co.uk
horse betting,E sport-specific,12100,40.29999923706055,LOW,commercial,30,comp:betgoodwin.co.uk
horse racing betting,E sport-specific,12100,50.34000015258789,LOW,commercial,53,comp:betgoodwin.co.uk
uk casino sites www ukcasino live,casino (exclude),12100,,LOW,navigational,38,comp:betgoodwin.co.uk
football transfer odds,E sport-specific,12100,5.630000114440918,LOW,commercial,0,comp:midnite.com
relegation odds,G other,12100,1.6200000047683716,LOW,informational,8,comp:midnite.com
best casino bonuses www ukcasino live,casino (exclude),9900,,LOW,commercial,45,ideas
best gambling sites uk,G other,9900,78.77,MEDIUM,commercial,76,ideas
lottery app,casino (exclude),9900,1.33,LOW,transactional,20,ideas
gambling sites uk,G other,9900,70.72,MEDIUM,commercial,92,comp:betgoodwin.co.uk|ideas
ladbrokes login uk,competitor/brand,9900,0.24,LOW,navigational,28,ideas
bet uk,competitor/brand,9900,49.39,LOW,commercial,81,comp:betfred.com|comp:betgoodwin.co.uk|ideas
ladbrokes betting,competitor/brand,9900,2.65,LOW,commercial,42,ideas
best betting sites,F generic betting/sites,9900,75.17,LOW,commercial,36,comp:betgoodwin.co.uk|ideas|sugg
casino free spins,casino (exclude),9900,33.55,MEDIUM,commercial,17,ideas
lottery login uk,casino (exclude),9900,0.25,LOW,navigational,21,ideas
lotto draw live,casino (exclude),9900,2.03,LOW,informational,25,ideas
ea fc 26 web app,B betting app,9900,4.45,LOW,navigational,22,ideas
betting tips,informational (exclude),9900,8.47,LOW,commercial,75,ideas
online betting,F generic betting/sites,9900,62.22,LOW,commercial,90,comp:betgoodwin.co.uk|ideas
free spins no wagering,casino (exclude),9900,21.58,MEDIUM,commercial,17,ideas
888 casino uk,competitor/brand,9900,3.54,LOW,commercial,0,ideas
grand national betting,G other,9900,28.33,LOW,commercial,52,ideas
lottery numbers today,casino (exclude),9900,0.66,LOW,informational,35,comp:betfred.com|ideas
world cup betting,G other,9900,30.65,MEDIUM,commercial,35,ideas
non gamstop casinos uk,casino (exclude),9900,,LOW,commercial,32,ideas
best sites for betting,G other,9900,75.17,LOW,commercial,36,sugg
