domain,category,keywords_in_space,etv_in_space,traffic_share_pct,avg_position,visibility
wimpoleclinic.com,brand/retail,3,11,0.0,28.3,0.1
philmoresupply.com,brand/retail,4,11,0.0,30.0,0.1
medcline.eu,brand/retail,2,11,0.0,17.0,0.1
gymnastics-equipment.com,brand/retail,1,11,0.0,10.0,0.1
hippychick.com,brand/retail,1,11,0.0,10.0,0.1
mattressexpressny.com,brand/retail,1,11,0.0,10.0,0.1
bellypillow.com,brand/retail,1,11,0.0,10.0,0.1
supraendura.com,brand/retail,1,11,0.0,10.0,0.1
surecritic.com,brand/retail,1,11,0.0,10.0,0.1
bonejoint.net,brand/retail,1,11,0.0,10.0,0.1
thronebamboo.com,brand/retail,1,11,0.0,10.0,0.1
parts.elmhursttoyota.com,brand/retail,1,11,0.0,10.0,0.1
ugqoutdoor.com,brand/retail,1,11,0.0,10.0,0.1
melissabamberhome.com,brand/retail,1,11,0.0,10.0,0.1
lccountymt.gov,brand/retail,1,11,0.0,10.0,0.1
luxuriousinteriors.com,brand/retail,1,11,0.0,10.0,0.1
inthemiddletulum.com,brand/retail,1,11,0.0,9.0,0.2
twistedrootschiropractic.com,brand/retail,1,11,0.0,10.0,0.1
hogwarts-legacy.fandom.com,brand/retail,1,11,0.0,10.0,0.1
merchology.com,brand/retail,1,11,0.0,10.0,0.1
us.josephjoseph.com,brand/retail,1,11,0.0,10.0,0.1
thebrick.com,brand/retail,1,11,0.0,10.0,0.1
sewcraftycrochet.com,brand/retail,1,11,0.0,10.0,0.1
allaboutbison.com,brand/retail,1,11,0.0,10.0,0.1
pixiemarket.com,brand/retail,5,11,0.0,26.8,0.2
faroslinen.com,brand/retail,3,11,0.0,13.3,0.2
homebodii.com,brand/retail,5,11,0.0,20.4,0.2
frankiesbikinis.com,brand/retail,1,11,0.0,9.0,0.2
stempers.com,brand/retail,1,11,0.0,9.0,0.2
goodnightcharli.com,brand/retail,1,11,0.0,9.0,0.2
holylandartcompany.com,brand/retail,1,11,0.0,9.0,0.2
fabricakraft.com,brand/retail,1,11,0.0,9.0,0.2
suitednomad.com,brand/retail,1,11,0.0,9.0,0.2
bemidjiwoolenmills.com,brand/retail,1,11,0.0,9.0,0.2
baskandlatherco.com,brand/retail,1,11,0.0,9.0,0.2
fashionbrandcompany.com,brand/retail,1,11,0.0,9.0,0.2
shop.silvermirror.com,brand/retail,2,11,0.0,10.0,0.2
bogradkids.com,brand/retail,1,11,0.0,4.0,0.7
danieldrygoods.com,brand/retail,1,11,0.0,4.0,0.7
m.yelp.com,brand/retail,2,11,0.0,5.0,1.2
twinkl.co.uk,brand/retail,1,10,0.0,12.0,0.1
localmotionhawaii.com,brand/retail,2,10,0.0,27.5,0.0
lesliejordan.com,brand/retail,2,10,0.0,29.0,0.0
fit2run.com,brand/retail,2,10,0.0,29.0,0.0
posturion.com,brand/retail,2,10,0.0,29.5,0.0
holabirdsports.com,brand/retail,2,10,0.0,36.5,0.0
towelsociety.com.au,brand/retail,2,10,0.0,38.0,0.0
54kibo.com,brand/retail,2,10,0.0,41.0,0.0
dearmotor.com,brand/retail,2,10,0.0,48.0,0.0
memoryfoampillow.net,brand/retail,2,10,0.0,54.0,0.0
cratly.com,brand/retail,1,10,0.0,16.0,0.1
hhmedicalsupply.com,brand/retail,1,10,0.0,16.0,0.1
bigeasymart.com,brand/retail,1,10,0.0,16.0,0.1
majestycoffee.com,brand/retail,1,10,0.0,17.0,0.1
finnleo.com,brand/retail,1,10,0.0,17.0,0.1
waterhouseleather.com,brand/retail,1,10,0.0,17.0,0.1
tabcouchcaddy.com,brand/retail,1,10,0.0,17.0,0.1
blackaceparts.com,brand/retail,1,10,0.0,17.0,0.1
global.ubuy.com,brand/retail,1,10,0.0,17.0,0.1
dri-seats.com,brand/retail,1,10,0.0,17.0,0.1
hibermate.com,brand/retail,2,10,0.0,59.5,0.0
sleepare.com,brand/retail,3,10,0.0,24.7,0.0
worksheetzone.org,brand/retail,2,10,0.0,22.5,0.0
joscountryjunction.com,brand/retail,2,10,0.0,28.0,0.0
titaniumcookwareinc.com,brand/retail,2,10,0.0,28.5,0.0
ileoni.com,brand/retail,2,10,0.0,29.0,0.0
floridagifts.com,brand/retail,2,10,0.0,29.0,0.0
omcformal.com,brand/retail,2,10,0.0,31.5,0.0
seattlefabrics.com,brand/retail,2,10,0.0,32.0,0.0
freedesignfile.com,brand/retail,2,10,0.0,32.5,0.0
printablehandwriting.com,brand/retail,2,10,0.0,33.0,0.0
hiclipart.com,brand/retail,2,10,0.0,34.0,0.0
hintoflove.com,brand/retail,2,10,0.0,34.5,0.0
clipart-library.com,brand/retail,2,10,0.0,35.0,0.0
finnpluswiley.com,brand/retail,2,10,0.0,40.5,0.0
clearancewarehouse.co,brand/retail,2,10,0.0,40.5,0.0
oxoaustralia.com.au,brand/retail,2,10,0.0,41.5,0.0
howcast.com,brand/retail,2,10,0.0,41.5,0.0
pngwing.com,brand/retail,2,10,0.0,41.5,0.0
kitchenkapers.com,brand/retail,2,10,0.0,42.0,0.0
espressoparts.com,brand/retail,2,10,0.0,42.5,0.0
milanomenswearonline.com,brand/retail,2,10,0.0,44.0,0.0
orbasics.com,brand/retail,2,10,0.0,45.5,0.0
yarninspirationpatterns.com,brand/retail,2,10,0.0,45.5,0.0
mccaintailor.com,brand/retail,2,10,0.0,46.5,0.0
sleepfactory.com,brand/retail,2,10,0.0,50.0,0.0
freakinreviews.com,brand/retail,2,10,0.0,52.0,0.0
california-king.quiltset.org,brand/retail,2,10,0.0,26.5,0.0
photoweavers.com,brand/retail,2,10,0.0,32.0,0.0
at-office-furniture.com,brand/retail,2,10,0.0,34.5,0.0
hairlove.com,brand/retail,2,10,0.0,39.0,0.0
homeappealstore.com,brand/retail,2,10,0.0,40.5,0.0
oldwestliving.com,brand/retail,2,10,0.0,41.5,0.0
yzpxk.com,brand/retail,2,10,0.0,43.0,0.0
lumens.com,brand/retail,2,10,0.0,46.0,0.0
lumos-coltd.com,brand/retail,2,10,0.0,52.0,0.0
gemstatepaper.com,brand/retail,1,10,0.0,15.0,0.1
sommerfly.com,brand/retail,1,10,0.0,15.0,0.1
housewifeeclectic.com,brand/retail,1,10,0.0,15.0,0.1
jllhomestore.com,brand/retail,1,10,0.0,15.0,0.1
glfi.com,brand/retail,1,10,0.0,15.0,0.1
armysurpluswarehouselexington.com,brand/retail,1,10,0.0,15.0,0.1
meriwoolart.com,brand/retail,1,10,0.0,16.0,0.1
clker.com,brand/retail,1,10,0.0,16.0,0.1
mrgscience.com,brand/retail,1,10,0.0,16.0,0.1
kristinesser.com,brand/retail,1,10,0.0,17.0,0.1
pospaper.com,brand/retail,1,10,0.0,17.0,0.1
cottonandolive.com,brand/retail,1,10,0.0,17.0,0.1
valanciahairextensions.com,brand/retail,1,10,0.0,17.0,0.1
create-a-mattress.com,brand/retail,2,10,0.0,18.5,0.1
mugglehut.com,brand/retail,2,10,0.0,26.5,0.1
lasensualboutique.com,brand/retail,4,10,0.0,39.2,0.0
domesticbin.com,brand/retail,3,10,0.0,33.0,0.1
simplelinenlife.com,brand/retail,3,10,0.0,37.0,0.1
allurebridals.com,brand/retail,4,10,0.0,51.0,0.0
sleepiverse.com,brand/retail,3,10,0.0,69.0,0.0
scarymommy.com,brand/retail,2,10,0.0,19.5,0.1
uspackagingandwrapping.com,brand/retail,2,10,0.0,21.5,0.1
maaidesign.com.au,brand/retail,2,10,0.0,25.0,0.0
sewhungryhippie.com,brand/retail,2,10,0.0,26.0,0.0
indemejarecristi.wordpress.com,brand/retail,2,10,0.0,35.0,0.0
yesterdaysthimble.com,brand/retail,2,10,0.0,37.0,0.0
charlottekan.com,brand/retail,2,10,0.0,39.5,0.0
stitchclinic.com,brand/retail,2,10,0.0,41.5,0.0
silkbiotic.com,brand/retail,3,10,0.0,33.3,0.1
purex.com,brand/retail,2,10,0.0,43.0,0.0
bubblebaths.us,brand/retail,5,10,0.0,39.4,0.0
conoverquilt.com,brand/retail,2,10,0.0,45.0,0.0
sewingstudio.com,brand/retail,2,10,0.0,46.5,0.0
uniontailors.com,brand/retail,2,10,0.0,49.5,0.0
blog.fabricana.com,brand/retail,2,10,0.0,50.0,0.0
sewingchanelstyle.com,brand/retail,2,10,0.0,51.0,0.0
library.tedankara.k12.tr,brand/retail,2,10,0.0,51.5,0.0
so-sew-easy.com,brand/retail,2,10,0.0,53.5,0.0
ageberry.com,brand/retail,2,10,0.0,54.5,0.0
biopedia.org,brand/retail,2,10,0.0,55.5,0.0
retreathomefurniture.com,brand/retail,2,10,0.0,21.5,0.1
herricksfurniture.com,brand/retail,2,10,0.0,23.0,0.1
photo-cushions.com,brand/retail,2,10,0.0,26.0,0.1
grahamchiropracticlouisville.com,brand/retail,2,10,0.0,27.5,0.1
groovepillows.co.uk,brand/retail,3,10,0.0,38.0,0.1
gabrielahearst.com,brand/retail,3,10,0.0,46.7,0.0
lee.com,brand/retail,3,10,0.0,27.0,0.1
eightsleep.com,brand/retail,2,10,0.0,29.0,0.1
bywatters.com,brand/retail,5,10,0.0,35.0,0.0
henandchicksstudio.com,brand/retail,2,10,0.0,35.0,0.1
safeelderlife.com,brand/retail,4,10,0.0,30.0,0.0
ultimatemvp.com,brand/retail,3,10,0.0,42.7,0.0
everydayeasehome.com,brand/retail,3,10,0.0,48.0,0.0
elderlyguides.com,brand/retail,3,10,0.0,49.0,0.0
duvetlux.com,brand/retail,5,10,0.0,45.6,0.0
thefurnituremart.com,brand/retail,1,10,0.0,12.0,0.1
littleonespillow.com,brand/retail,1,10,0.0,12.0,0.1
beautyshamans.com,brand/retail,1,10,0.0,12.0,0.1
posthousedesign.com,brand/retail,1,10,0.0,12.0,0.1
smartlabel.pg.com,brand/retail,1,10,0.0,12.0,0.1
bluebandsapparel.com,brand/retail,1,10,0.0,12.0,0.1
daisymanor.com,brand/retail,1,10,0.0,12.0,0.1
apparelnbags.com,brand/retail,1,10,0.0,12.0,0.1
wellappointedhouse.com,brand/retail,3,10,0.0,24.0,0.1
americastestkitchen.com,brand/retail,2,10,0.0,21.0,0.1
slipperybathtubsolutions.com,brand/retail,10,10,0.0,30.9,0.0
autogeekonline.net,brand/retail,1,10,0.0,10.0,0.1
janisource.com,brand/retail,1,10,0.0,12.0,0.1
velcro.com,brand/retail,1,10,0.0,12.0,0.1
beditorial.world,brand/retail,1,10,0.0,12.0,0.1
piggybedspreads.com,brand/retail,1,10,0.0,12.0,0.1
askaboutireland.ie,brand/retail,1,10,0.0,12.0,0.1
homedepot.ca,brand/retail,5,10,0.0,25.8,0.1
shop.reynoldsmarket.com,brand/retail,2,10,0.0,15.0,0.1
highpeakco.com,brand/retail,1,10,0.0,12.0,0.1
robynssouthernnest.com,brand/retail,2,10,0.0,14.5,0.1
etiennehome.com.au,brand/retail,2,10,0.0,16.5,0.1
silvercrateplus.com,brand/retail,2,10,0.0,37.5,0.1
gardner-white.com,brand/retail,3,10,0.0,50.7,0.1
sainly.com,brand/retail,4,10,0.0,22.0,0.1
simons.ca,brand/retail,6,10,0.0,38.7,0.0
gigiandolive.com,brand/retail,2,10,0.0,13.5,0.1
clergywearshop.com,brand/retail,2,10,0.0,17.5,0.1
sivanaspirit.com,brand/retail,2,10,0.0,29.0,0.1
wildroseboho.com,brand/retail,1,10,0.0,10.0,0.1
fashionconservatory.com,brand/retail,1,10,0.0,10.0,0.1
thezipperlady.com,brand/retail,1,10,0.0,10.0,0.1
americanbath.com,brand/retail,2,10,0.0,10.5,0.3
draperjames.com,brand/retail,1,10,0.0,7.0,0.4
reviews.birdeye.com,brand/retail,2,10,0.0,15.5,0.3
appearus.com,brand/retail,2,9,0.0,20.5,0.1
cedar-sense.com,brand/retail,2,9,0.0,16.5,0.1
bigbedguide.com,brand/retail,2,9,0.0,21.5,0.1
princeandpom.com,brand/retail,2,9,0.0,37.5,0.0
wildernesstimes.com,brand/retail,2,9,0.0,52.5,0.0
scandiahome.com,brand/retail,1,9,0.0,13.0,0.1
hamiltonplace.com,brand/retail,2,9,0.0,30.0,0.0
medicalproductssupply.com,brand/retail,2,9,0.0,31.5,0.1
bedcomfortershop.com,brand/retail,5,9,0.0,44.8,0.0
etrailer.com,brand/retail,2,9,0.0,43.5,0.0
genimorugs.com,brand/retail,2,9,0.0,24.0,0.1
welikesewing.com,brand/retail,2,9,0.0,40.5,0.0
papersource.com,brand/retail,1,9,0.0,13.0,0.1
eurekafabrics.com,brand/retail,1,9,0.0,13.0,0.1
linenandjames.com,brand/retail,1,9,0.0,13.0,0.1
cleaningideas.com,brand/retail,2,9,0.0,25.5,0.1
sirthelabel.com,brand/retail,4,9,0.0,42.8,0.0
parents.com,brand/retail,2,9,0.0,45.5,0.1
elderguardhome.com,brand/retail,3,9,0.0,20.0,0.1
moutonsalon.com,brand/retail,3,9,0.0,28.3,0.1
stillsuain.ie,brand/retail,1,9,0.0,13.0,0.1
fancyglamwear.com,brand/retail,2,9,0.0,18.0,0.1
winflyhotelsupply.com,brand/retail,7,9,0.0,34.0,0.0
bowlift.com,brand/retail,4,9,0.0,38.5,0.0
bloomingville.com,brand/retail,3,9,0.0,43.3,0.0
cozy-bedding-and-linens.myshopify.com,brand/retail,2,9,0.0,19.0,0.1
bodegabaylavender.com,brand/retail,1,9,0.0,11.0,0.1
dadsguidetotwins.com,brand/retail,1,9,0.0,11.0,0.1
oxopackaging.com,brand/retail,1,9,0.0,11.0,0.1
thedownstore.com,brand/retail,1,9,0.0,11.0,0.1
4lessmattress.com,brand/retail,1,9,0.0,11.0,0.1
threadtoform.com,brand/retail,1,9,0.0,14.0,0.1
legitkits.com,brand/retail,1,9,0.0,14.0,0.1
walmart.ca,brand/retail,4,9,0.0,33.8,0.1
chairish.com,brand/retail,2,9,0.0,21.5,0.1
carolinagym.com,brand/retail,1,9,0.0,11.0,0.1
thechicagogarage.com,brand/retail,1,9,0.0,11.0,0.1
belloost.com,brand/retail,1,9,0.0,11.0,0.1
bulksaltsbathandbody.com,brand/retail,1,9,0.0,11.0,0.1
store.philmontscoutranch.org,brand/retail,1,9,0.0,11.0,0.1
limboimports.com,brand/retail,1,9,0.0,11.0,0.1
foldandtravelmobility.com,brand/retail,1,9,0.0,11.0,0.1
multiplebirthsa.org.au,brand/retail,1,9,0.0,11.0,0.1
recyco.co,brand/retail,1,9,0.0,11.0,0.1
sheetscreditjudge.com,brand/retail,1,9,0.0,11.0,0.1
sandsociety.com.au,brand/retail,1,9,0.0,11.0,0.1
roughcountry.com,brand/retail,1,9,0.0,11.0,0.1
hymnsandhome.com,brand/retail,1,9,0.0,11.0,0.1
featherandlarch.com,brand/retail,1,9,0.0,11.0,0.1
swoodsonsays.com,brand/retail,1,9,0.0,11.0,0.1
spruceandfjell.com,brand/retail,1,9,0.0,11.0,0.1
ornaterapillow.com,brand/retail,1,9,0.0,11.0,0.1
elderdepot.com,brand/retail,3,9,0.0,20.0,0.1
thesouledstore.com,brand/retail,5,9,0.0,57.0,0.0
thepreppybunny.com,brand/retail,1,9,0.0,11.0,0.1
shoptwinklebaby.com,brand/retail,1,9,0.0,11.0,0.1
wrapupbyvp.com,brand/retail,1,9,0.0,11.0,0.1
woodiesclothing.com,brand/retail,1,9,0.0,11.0,0.1
mountainwarehouse.com,brand/retail,3,9,0.0,16.0,0.2
neweraavenue.com,brand/retail,5,9,0.0,50.0,0.1
eight-x.com,brand/retail,7,9,0.0,36.4,0.0
stenstromsoutlet.com,brand/retail,6,9,0.0,36.5,0.1
kaicollections.com,brand/retail,4,9,0.0,24.8,0.2
free3d.com,brand/retail,1,9,0.0,9.0,0.2
diyanu.com,brand/retail,1,9,0.0,9.0,0.2
veromoda.com,brand/retail,1,9,0.0,9.0,0.2
hillarykerr.substack.com,brand/retail,1,9,0.0,9.0,0.2
bestbathrugs.com,brand/retail,2,9,0.0,12.5,0.1
shop.lululemon.com,brand/retail,5,9,0.0,35.6,0.1
churchofjesuschrist.org,brand/retail,1,9,0.0,8.0,0.3
upcyclemystuff.com,brand/retail,1,9,0.0,8.0,0.3
classicalnumismaticgallery.com,brand/retail,1,9,0.0,8.0,0.3
baturinahomewear.com,brand/retail,1,9,0.0,8.0,0.3
kroberson9.wixsite.com,brand/retail,1,9,0.0,8.0,0.3
leosimports.com,brand/retail,1,9,0.0,8.0,0.3
teejh.com,brand/retail,1,9,0.0,9.0,0.2
stuffitoutdoors.com,brand/retail,1,9,0.0,9.0,0.2
marieeparisienne.com,brand/retail,1,9,0.0,9.0,0.2
myrausa.com,brand/retail,2,9,0.0,15.5,0.1
thesilkcollection.com,brand/retail,5,9,0.0,34.4,0.2
renwicksport.com,brand/retail,1,9,0.0,8.0,0.3
shop.missionlinen.com,brand/retail,1,9,0.0,8.0,0.3
loveandconfuse.com,brand/retail,1,9,0.0,9.0,0.2
nationwidefurniturefla.com,brand/retail,1,9,0.0,4.0,0.7
magnoliacasual.com,brand/retail,1,8,0.0,16.0,0.1
acornmfg.com,brand/retail,1,8,0.0,16.0,0.1
wooflinen.com,brand/retail,1,8,0.0,17.0,0.1
welqueen.com,brand/retail,1,8,0.0,17.0,0.1
kimberlymd.com,brand/retail,1,8,0.0,18.0,0.1
zarfstudios.com,brand/retail,1,8,0.0,18.0,0.1
saunaplace.com,brand/retail,1,8,0.0,18.0,0.1
claritin.com,brand/retail,1,8,0.0,18.0,0.1
bearingtips.com,brand/retail,1,8,0.0,18.0,0.1
comfortrevolutionpillow.com,brand/retail,1,8,0.0,18.0,0.1
gravity-deken.nl,brand/retail,2,8,0.0,28.5,0.0
firstclassmobility.com,brand/retail,2,8,0.0,33.0,0.0
goculinex.com,brand/retail,2,8,0.0,24.5,0.0
absorbentsonline.com,brand/retail,2,8,0.0,27.0,0.0
backpacks4less.com,brand/retail,2,8,0.0,30.0,0.0
aldanadentalcenter.com,brand/retail,2,8,0.0,33.5,0.0
campingwithstyle.co.uk,brand/retail,2,8,0.0,38.5,0.0
evaglory.us,brand/retail,2,8,0.0,40.0,0.0
fitfloors.com,brand/retail,2,8,0.0,40.0,0.0
waterlockfloormats.com,brand/retail,2,8,0.0,40.5,0.0
floormats.com,brand/retail,2,8,0.0,45.0,0.0
ahscompany.com,brand/retail,2,8,0.0,45.0,0.0
simplykleenusa.com,brand/retail,2,8,0.0,48.5,0.0
mamattingsolutions.com,brand/retail,2,8,0.0,50.0,0.0
matsonline.com,brand/retail,2,8,0.0,53.0,0.0
stopmotionapp.com,brand/retail,1,8,0.0,16.0,0.1
keenstone.com,brand/retail,1,8,0.0,16.0,0.1
militarysurplusworld.com,brand/retail,1,8,0.0,16.0,0.1
ussleepproducts.com,brand/retail,1,8,0.0,17.0,0.1
aldi.com.au,brand/retail,1,8,0.0,17.0,0.1
angelcarebaby.com.au,brand/retail,1,8,0.0,17.0,0.1
blockandcompany.com,brand/retail,2,8,0.0,59.0,0.0
ingroundblinds.com,brand/retail,1,8,0.0,18.0,0.1
merwave.co.uk,brand/retail,1,8,0.0,18.0,0.1
smokybearretreats.com,brand/retail,1,8,0.0,18.0,0.1
maidenhairextensions.com,brand/retail,1,8,0.0,18.0,0.1
mats4u.com,brand/retail,2,8,0.0,59.5,0.0
trulydecorative.com,brand/retail,2,8,0.0,59.5,0.0
madebyteachers.com,brand/retail,2,8,0.0,23.0,0.0
bomgaars.com,brand/retail,2,8,0.0,24.0,0.0
halloweenexpress.com,brand/retail,2,8,0.0,26.5,0.0
suprememed.com,brand/retail,2,8,0.0,29.0,0.0
chicsoul.com,brand/retail,2,8,0.0,29.0,0.0
thelittlebridedresscompany.com,brand/retail,2,8,0.0,29.5,0.0
parenting.firstcry.com,brand/retail,2,8,0.0,30.0,0.0
snugglesac.com,brand/retail,2,8,0.0,31.5,0.0
adaptivespecialties.com,brand/retail,2,8,0.0,31.5,0.0
sandsnowlinen.us,brand/retail,2,8,0.0,31.5,0.0
craftwarehouse.com,brand/retail,2,8,0.0,32.0,0.0
mccabescostumes.com,brand/retail,2,8,0.0,34.0,0.0
daniellesbridalshop.com,brand/retail,2,8,0.0,34.0,0.0
sydneyscloset.com,brand/retail,2,8,0.0,35.0,0.0
sandara.us,brand/retail,2,8,0.0,38.5,0.0
yarnitems.com,brand/retail,2,8,0.0,39.0,0.0
ashleystewart.com,brand/retail,2,8,0.0,39.5,0.0
coloringpagesonly.com,brand/retail,2,8,0.0,40.0,0.0
carlakiley.com,brand/retail,2,8,0.0,40.5,0.0
fspartystore.com,brand/retail,2,8,0.0,41.0,0.0
wbshop27-com.myshopify.com,brand/retail,2,8,0.0,46.0,0.0
fantasy-bridal.com,brand/retail,2,8,0.0,46.0,0.0
charmingtribe.com,brand/retail,2,8,0.0,47.5,0.0
wickedhalloweencostumes.com,brand/retail,2,8,0.0,49.0,0.0
dilostyle.com,brand/retail,2,8,0.0,49.5,0.0
nolahsleep.com,brand/retail,2,8,0.0,52.5,0.0
kiyonna.com,brand/retail,2,8,0.0,52.5,0.0
averyaustin.com,brand/retail,2,8,0.0,53.0,0.0
floormat.com,brand/retail,4,8,0.0,35.0,0.0
greenhive.io,brand/retail,2,8,0.0,23.5,0.0
ultimatemats.com,brand/retail,2,8,0.0,23.5,0.0
nontre.co,brand/retail,2,8,0.0,30.0,0.0
creamofthecropcrochet.com,brand/retail,2,8,0.0,30.5,0.0
bonanza.com,brand/retail,2,8,0.0,30.5,0.0
quilt.today,brand/retail,2,8,0.0,31.0,0.0
bathtubber.com,brand/retail,2,8,0.0,39.5,0.0
interiorstylebykiki.com,brand/retail,2,8,0.0,41.0,0.0
reliablepaper.com,brand/retail,2,8,0.0,41.5,0.0
nicetown.com,brand/retail,2,8,0.0,43.0,0.0
freequilt.com,brand/retail,2,8,0.0,49.0,0.0
soultreeliving.com,brand/retail,2,8,0.0,49.5,0.0
biglots.com,brand/retail,2,8,0.0,51.5,0.0
lafonhomes.com,brand/retail,2,8,0.0,52.5,0.0
christacodesign.com,brand/retail,2,8,0.0,53.5,0.0
tetongear.com,brand/retail,2,8,0.0,23.5,0.0
babycantravel.com,brand/retail,2,8,0.0,45.5,0.0
sidelakestitch.com,brand/retail,2,8,0.0,23.0,0.1
easyteacherworksheets.com,brand/retail,2,8,0.0,31.0,0.1
simplehomeplus.com,brand/retail,2,8,0.0,21.0,0.1
pixoneye.com,brand/retail,4,8,0.0,24.2,0.1
lighthouseco.com,brand/retail,1,8,0.0,13.0,0.1
sensoryonwheels.myshopify.com,brand/retail,1,8,0.0,13.0,0.1
meetlalo.com,brand/retail,1,8,0.0,13.0,0.1
shop.staterbros.com,brand/retail,1,8,0.0,13.0,0.1
octaneseating.com,brand/retail,1,8,0.0,13.0,0.1
protowels.brandeditems.com,brand/retail,1,8,0.0,13.0,0.1
epicfoodwares.com,brand/retail,1,8,0.0,13.0,0.1
helpmedicalsupplies.com,brand/retail,2,8,0.0,23.5,0.1
tapinto.net,brand/retail,1,8,0.0,15.0,0.1
fallpreventionfoundation.org,brand/retail,1,8,0.0,15.0,0.1
m.comfortsbest.com,brand/retail,3,8,0.0,34.3,0.0
allyfashion.com,brand/retail,3,8,0.0,44.0,0.0
topsuperdeals.com,brand/retail,3,8,0.0,34.7,0.1
ppjsco.com,brand/retail,3,8,0.0,35.3,0.1
colorfulworldco.com,brand/retail,3,8,0.0,33.0,0.0
idealbaby.com,brand/retail,2,8,0.0,19.5,0.1
eastcoastbeddingusa.com,brand/retail,2,8,0.0,20.5,0.1
shopbedmart.com,brand/retail,4,8,0.0,36.2,0.0
hotcards.com,brand/retail,1,8,0.0,12.0,0.1
ispaci.com,brand/retail,1,8,0.0,12.0,0.1
forestriverforums.com,brand/retail,1,8,0.0,12.0,0.1
cbinsights.com,brand/retail,1,8,0.0,13.0,0.1
youngliving.com,brand/retail,1,8,0.0,13.0,0.1
loomandstars.com,brand/retail,1,8,0.0,13.0,0.1
howtopronounce.com,brand/retail,1,8,0.0,13.0,0.1
harborsidebathandbody.com,brand/retail,1,8,0.0,13.0,0.1
abysm-internal.com,brand/retail,1,8,0.0,13.0,0.1
buchheits.com,brand/retail,1,8,0.0,13.0,0.1
pethelpful.com,brand/retail,1,8,0.0,13.0,0.1
ajournalofhistorian.home.blog,brand/retail,1,8,0.0,13.0,0.1
thomaspink.com,brand/retail,1,8,0.0,13.0,0.1
justinfabric.com,brand/retail,1,8,0.0,15.0,0.1
unisonlabel.com,brand/retail,3,8,0.0,21.0,0.1
jaxxliving.com,brand/retail,2,8,0.0,18.0,0.1
coziepillow.com,brand/retail,4,8,0.0,59.0,0.0
blog.kbichealth.net,brand/retail,2,8,0.0,19.0,0.1
homesmartblankets.com,brand/retail,2,8,0.0,25.5,0.1
silentnight.co.uk,brand/retail,2,8,0.0,26.5,0.1
asianstylefurnishing.com,brand/retail,1,8,0.0,11.0,0.1
thenestandco.com,brand/retail,1,8,0.0,11.0,0.1
usgymproducts.com,brand/retail,1,8,0.0,12.0,0.1
ifurnishco.com,brand/retail,1,8,0.0,12.0,0.1
cuura.space,brand/retail,1,8,0.0,12.0,0.1
getwashedaway.com,brand/retail,1,8,0.0,12.0,0.1
sparkleshome.com,brand/retail,1,8,0.0,12.0,0.1
shopinnerchild.com,brand/retail,1,8,0.0,12.0,0.1
autostoday.com,brand/retail,1,8,0.0,12.0,0.1
chicagotribune.com,brand/retail,1,8,0.0,12.0,0.1
sydneymigraine.com.au,brand/retail,1,8,0.0,12.0,0.1
backbonecushion.com,brand/retail,1,8,0.0,12.0,0.1
1073kissfmtexas.com,brand/retail,1,8,0.0,12.0,0.1
freshpair.com,brand/retail,1,8,0.0,12.0,0.1
jewelosco.com,brand/retail,1,8,0.0,12.0,0.1
anwearhub.com,brand/retail,6,8,0.0,42.3,0.0
ebboudoir.com,brand/retail,1,8,0.0,11.0,0.1
shazam.com,brand/retail,1,8,0.0,12.0,0.1
easeseatingsystems.com,brand/retail,1,8,0.0,12.0,0.1
roots.com,brand/retail,1,8,0.0,12.0,0.1
eiyokimono.com,brand/retail,1,8,0.0,12.0,0.1
isleepsimple.com,brand/retail,1,8,0.0,12.0,0.1
finetouchdermatology.com,brand/retail,1,8,0.0,13.0,0.1
6fiftytwo.com,brand/retail,1,8,0.0,13.0,0.1
heartsdesireclothing.com,brand/retail,3,8,0.0,35.3,0.1
prettylittlething.com,brand/retail,3,8,0.0,31.7,0.1
shopglamourhouse.com,brand/retail,2,8,0.0,18.0,0.1
williamjacket.com,brand/retail,3,8,0.0,20.3,0.1
thepajamacompany.com,brand/retail,2,8,0.0,24.0,0.1
superbalist.com,brand/retail,9,8,0.0,34.8,0.0
ellentracy.com,brand/retail,1,8,0.0,10.0,0.1
healthgearweb.com,brand/retail,1,8,0.0,10.0,0.1
catholiccompany.com,brand/retail,1,8,0.0,10.0,0.1
folkofthewood.com,brand/retail,1,8,0.0,10.0,0.1
billyreid.com,brand/retail,1,8,0.0,10.0,0.1
enzoclothingstore.com,brand/retail,1,8,0.0,10.0,0.1
shop.wantable.com,brand/retail,1,8,0.0,11.0,0.1
candlfinegift.com,brand/retail,1,8,0.0,11.0,0.1
maxcady.com,brand/retail,1,8,0.0,11.0,0.1
fashiola.com,brand/retail,2,8,0.0,16.5,0.1
jamesonmedical.com,brand/retail,3,8,0.0,14.0,0.2
baharanchwesternwear.com,brand/retail,1,8,0.0,10.0,0.1
adacollection.com,brand/retail,2,8,0.0,14.5,0.2
red.equipment,brand/retail,2,8,0.0,16.5,0.2
wanderboat.ai,brand/retail,1,8,0.0,7.0,0.4
signaturefurnitureoh.com,brand/retail,1,8,0.0,7.0,0.4
homelivingfurniture.com,brand/retail,3,8,0.0,18.0,0.3
blakeandco.com,brand/retail,1,8,0.0,8.0,0.3
decorpad.com,brand/retail,3,8,0.0,16.0,0.2
3bfurniture.us,brand/retail,3,8,0.0,16.3,0.5
